taxon,year
tenthredo albicornis,1781
syrphus albimanus,1781
phalaena albinella,1781
apis albipes,1781
cimex albipes,1781
reduvius albipes,1781
tabanus albipes,1781
cimex albolineatus,1781
phalaena albomaculata,1781
scarabaeus alcides,1781
papilio allionia,1781
curculio alneti,1781
tenthredo alneti,1781
scarabaeus alopecias,1781
papilio alphenor,1781
musca alternata,1781
chrysomela altica,1781
bombyx alueo,1781
ichneumon alvearifex,1781
turdus amboinensis,1781
scorpio americanus,1781
spondylus americanus,1781
phalaena amica,1781
papilio amyntor,1781
bruchus analis,1781
saperda analis,1781
sphex analis,1781
dytiscus anastomozans,1781
pediculus anatis,1781
papilio ancaea,1781
phalaena anceta,1781
sphinx anceus,1781
physeter andersonii,1781
carabus andreae,1781
phalaena andremona,1781
carabus angulatus,1781
phalaena angulosa,1781
cistela angustata,1781
staphylinus angustatus,1781
cassida annulata,1781
musca annulata,1781
nepa annulata,1781
cassida annulus,1781
curculio anomaloceps,1781
aptenodytes antarctica,1781
papilio antenor,1781
musca anthrax,1781
scarabaeus apelles,1781
hemerobius aphidioides,1781
hemerobius aphidivorus,1781
syrphus apiarius,1781
musca apiformis,1781
acarus appendiculatus,1781
curculio apterus,1781
curculio araneiformis,1781
papilio aratus,1781
tenebrio arboreus,1781
coccus arborum,1781
termes arborum,1781
tenthredo arbustorum,1781
scarabaeus arctos,1781
musca arcuata,1781
phalaena areata,1781
leptura arenata,1781
phalaena argentalis,1781
phalaena argentalis,1781
phalaena argentea,1781
bombyx argus,1781
zygaena argynnis,1781
musca argyrostoma,1781
papilio aristeus,1781
cimex armiger,1781
phalaena arminia,1781
ichneumon arrogator,1781
melolontha arthritica,1781
melolontha arvicola,1781
papilio asius,1781
tenebrio asperrimus,1781
papilio assarica,1781
leptura assimilis,1781
papilio astianax,1781
byrrhus ater,1781
phalaena aterea,1781
cynips aterrimus,1781
melolontha atomaria,1781
semblis atrata,1781
ichneumon atratus,1781
rhagio atratus,1781
termes atrox,1781
carabus attelaboides,1781
cimex auctus,1781
cimex augur,1781
cetonia aulica,1781
cistela aulica,1781
crioceris aulica,1781
melolontha aulica,1781
papilio aunus,1781
phalaena aurata,1781
scarabaeus aureolus,1781
tenebrio auritus,1781
scyllarus australis,1781
sphex austriaca,1781
curculio austriacus,1781
elater austriacus,1781
meloe austriacus,1781
staphylinus austriacus,1781
musca avenae,1781
papilio avitus,1781
taenia avium,1781
scarabaeus aygulus,1781
scarabaeus bacchus,1781
phalaena barbara,1781
antilope barbata,1781
prionus barbatus,1781
cerambyx barbipes,1781
trox barbosus,1781
phalaena begga,1781
cimex bellicosus,1781
termes bellicosus,1781
tringa bengalensis,1781
turdus bengalensis,1781
cantharis berberidis,1781
tipula berberina,1781
tinea bergstraesserella,1781
phalaena bibiana,1781
perdix bicalcarata,1781
apis bicincta,1781
vespa bicincta,1781
apis bicolor,1781
apis bicolor,1781
cerambyx bicolor,1781
cicindela bicolor,1781
dermestes bicolor,1781
phryganea bicolor,1781
reduvius bicolor,1781
phalaena bicolorata,1781
curculio bicornis,1781
cassida bidens,1781
crioceris bidentata,1781
tabanus bidentatus,1781
coccinella bifasciata,1781
leptura bifasciata,1781
tipula bifasciata,1781
anobium bifasciatum,1781
cerambyx bifasciatus,1781
cimex bifasciatus,1781
clerus bifasciatus,1781
cryptocephalus bifasciatus,1781
dermestes bifasciatus,1781
scarabaeus bifasciatus,1781
chrysomela biguttata,1781
cicada biguttata,1781
curculio bilineatus,1781
curculio bilineatus,1781
phalaena biliniata,1781
cimex bilobus,1781
cantharis bimaculata,1781
scolia bimaculata,1781
callidium bimaculatum,1781
cryptocephalus bimaculatus,1781
scarabaeus bimucronatus,1781
crioceris bioculata,1781
chrysomela bipunctata,1781
forficula bipunctata,1781
leptura bipunctata,1781
phalaena bipunctata,1781
pimelia bipunctata,1781
cimex bipunctatus,1781
dermestes bipunctatus,1781
hispa bipustulata,1781
ostoma bipustulata,1781
sphaeridium bipustulatum,1781
dermestes bipustulatus,1781
hister bipustulatus,1781
reduvius bipustulatus,1781
cicindela biramosa,1781
curculio bisulcatus,1781
crioceris bituberculata,1781
curculio bituberculatus,1781
scarabaeus blackburnii,1781
tinea blancardella,1781
buprestis blanda,1781
staphylinus blattinus,1781
papilio blomfildia,1781
scarabaeus bombyliformis,1781
sphex boops,1781
motacilla borbonica,1781
turdus borbonicus,1781
coccinella borealis,1781
ichneumon brachyurus,1781
tanagra brasilia,1781
crania brattensburgensis,1781
papilio brino,1781
brissus,1781
chrysomela brunnea,1781
curculio brunneus,1781
staphylinus brunnipes,1781
papilio brutus,1781
apis bryorum,1781
curculio bufo,1781
bulbocerus,1781
chrysomela bulgarensis,1781
bulinus,1781
scarabaeus buprestoides,1781
tenebrio buprestoides,1781
phalaena burmaniana,1781
tipula buxi,1781
phalaena c-aureum,1781
acarus cadaverum,1781
papilio caecilia,1781
anobium caeruleum,1781
oriolus caeruleus,1781
turdus caeruleus,1781
chrysis calens,1781
turdus calvus,1781
papilio camillus,1781
papilio camoena,1781
cassida canaliculata,1781
turbo canaliculatus,1781
nerita cancellata,1781
coccinella canina,1781
musca canina,1781
necydalis cantharoides,1781
anobium capense,1781
ascalaphus capensis,1781
coccinella capensis,1781
felis capensis,1781
gyrinus capensis,1781
jerboa capensis,1781
lucanus capensis,1781
melolontha capicola,1781
cyprinus capito,1781
curculio caprea,1781
bibio capucina,1781
apate capucinus,1781
scarabaeus capucinus,1781
cicindela caraboides,1781
elater carbonarius,1781
acarus carduelis,1781
lamia carinata,1781
astacus carinatus,1781
curculio cariosus,1781
cetonia carnifex,1781
tenebrio caspicus,1781
columba castanea,1781
papilio castor,1781
aptenodytes catarractes,1781
phalaena catilinaria,1781
phalaena caudata,1781
acarus caudatus,1781
trilobus caudatus,1781
phalaena cedonulli,1781
phalaena celia,1781
phalaena cenaria,1781
curculio cenchrus,1781
tenebrio cephalotes,1781
tenthredo cephalotes,1781
leptura cerambyciformis,1781
apis cetii,1781
paradisaea chalybata,1781
phalaena chaonia,1781
noctua chione,1781
squilla chiragra,1781
turdus chlorio,1781
musca chorea,1781
aptenodytes chrysocome,1781
cerambyx chrysogaster,1781
dermestes chrysomeloides,1781
leptura chrysomeloides,1781
scarabaeus chrysomeloides,1781
tenebrio chrysomeloides,1781
curculio chrysopterus,1781
papilio chrysotheme,1781
agrion ciliata,1781
pimelia ciliata,1781
andrena cincta,1781
apis cincta,1781
cassida cincta,1781
chrysomela cincta,1781
asilus cinctus,1781
carabus cinctus,1781
pyralis cinerana,1781
gryllus cinerascens,1781
phalaena cinerata,1781
cistela cinerea,1781
curculio cinereus,1781
asilus cingulatus,1781
taenia cingulum,1781
ichneumon cirrogaster,1781
phalaena clara,1781
chrysomela clavicornis,1781
tenthredo clavicornis,1781
musca clavicrus,1781
cimex clavimanus,1781
cerambyx clavipes,1781
syrphus clavipes,1781
tipula clavipes,1781
tinea clematella,1781
papilio cloanthe,1781
phalaena cloeckneria,1781
scolopendra clypeata,1781
clytra,1781
pennatula coccinea,1781
dytiscus coccinelloides,1781
scarabaeus coccinelloides,1781
turdus cochinchinae,1781
madrepora cochlea,1781
papilio codomannus,1781
phalaena coelestina,1781
papilio coelus,1781
cryptocephalus coerulans,1781
gryllus coerulans,1781
necydalis coerulea,1781
curculio coerulescens,1781
gryllus coerulescens,1781
cimex coeruleus,1781
cercopis coleoptrata,1781
phalaena coleta,1781
cryptocephalus collaris,1781
phryganea collaris,1781
reduvius collaris,1781
ostoma colon,1781
muraena colubrina,1781
coccinella comma,1781
sphex compressa,1781
chrysomela concolor,1781
acarus confervae,1781
truxalis conicus,1781
leptura consimilis,1781
coccinella constellata,1781
apis convexa,1781
membracis convoluta,1781
noctua convoluta,1781
scarabaeus copris,1781
papilio corbulo,1781
chrysomela coriaria,1781
papilio coridon,1781
musca cornicina,1781
hispa cornigera,1781
scarabaeus coronatus,1781
phalaena corope,1781
phalaena corrigata,1781
musca corvina,1781
coccus costatus,1781
tenebrio costatus,1781
ichneumon cothurnatus,1781
phalaena crameriana,1781
crania,1781
empis crassipes,1781
musca crassipes,1781
blaps crenata,1781
cimex crenulatus,1781
papilio cresphontes,1781
phalaena cribrata,1781
cimex cribrum,1781
curculio crispatus,1781
muscicapa cristata,1781
oriolus cristatus,1781
turdus cristatus,1781
papilio crithon,1781
phalaena croceata,1781
papilio croesus,1781
cimex crudelis,1781
chrysomela cruenta,1781
scarabaeus cruentus,1781
cassida crux,1781
coccinella crux,1781
phalaena cunigunda,1781
papilio cupentus,1781
curculio cupreus,1781
rhinomacer curculioides,1781
ichneumon curtus,1781
cimex curvipes,1781
curculio curvirostris,1781
chrysomela cyanea,1781
musca cyanea,1781
asilus cyaneus,1781
sirex cyaneus,1781
prionus cylindricus,1781
syrphus cylindricus,1781
curculio cylindrus,1781
phalaena cynata,1781
sphinx cysseus,1781
taenia cystica,1781
curculio danubialis,1781
tenthredo dealbata,1781
coccinella decemmaculata,1781
mylabris decempunctata,1781
phalaena decorata,1781
phalaena demarriana,1781
coccinella dentata,1781
cimex dentatus,1781
acarus denticulatus,1781
curculio denticulatus,1781
helops dentipes,1781
melolontha dentipes,1781
ichneumon denunciator,1781
lampyris depressa,1781
tenthredo depressa,1781
acarus destructor,1781
termes destructor,1781
ichneumon devastator,1781
asilus diadema,1781
crabro diadema,1781
phalaena diaphana,1781
sternoptyx diaphana,1781
phalaena diaphanata,1781
ichneumon dichrous,1781
formica didyma,1781
curculio didymus,1781
tenebrio didymus,1781
phryganea digitata,1781
trilobus dilatatus,1781
chrysomela dimidiata,1781
coccinella dimidiata,1781
mordella dimidiata,1781
ichneumon dimidiator,1781
crabro dimidiatus,1781
syrphus dimidiatus,1781
phalaena dioraria,1781
acarus dipterorum,1781
ostoma discoidea,1781
apis disjuncta,1781
scarabaeus dispar,1781
cimex dissimilis,1781
phalaena dissimilis,1781
coccinella distincta,1781
dityscus,1781
staphylinus domicella,1781
chrysomela dorsalis,1781
scolopendra dorsalis,1781
tipula dorsalis,1781
tenthredo dorsata,1781
callionymus dracculus,1781
cancer dromia,1781
curculio druryanus,1781
chrysomela dubia,1781
leptura dubia,1781
lytta dubia,1781
venus dubia,1781
papilio dubius,1781
cryptocephalus duodecimmacculatus,1781
leptura duodecimmaculata,1781
hister duodecimstriatus,1781
acarus dysenteriae,1781
sphinx eacus,1781
papilio eborea,1781
sphinx echemus,1781
pimelia echinata,1781
papilio edipus,1781
crania egnabergensis,1781
oestrus elaphi,1781
musca elata,1781
noctua elata,1781
buprestis elegans,1781
cerambyx elegans,1781
cetonia elegans,1781
buprestis elegantula,1781
ichneumon elegantulus,1781
curculio elephas,1781
phalaena eleuthera,1781
formica elevata,1781
papilio eligius,1781
cicada elongata,1781
crioceris elongata,1781
reduvius elongatus,1781
ptinus elytrisrubroflavescentibus,1781
papilio endymion,1781
papilio enotrus,1781
phalaena ephora,1781
papilio epitus,1781
papilio epopus,1781
carabus eques,1781
libellula equestris,1781
taenia equina,1781
zygaena ergotis,1781
syrphus ericetorum,1781
phalaena eridania,1781
phalaena ernestina,1781
ichneumon erucarum,1781
acarus eruditus,1781
bombyx erythrinae,1781
blatta erythrocephala,1781
crioceris erythrocephala,1781
melolontha erythrocephala,1781
sphex erythrocephala,1781
tenthredo erythrogona,1781
chrysomela erythroptera,1781
papilio eudoxus,1781
phalaena eueria,1781
phalaena eumela,1781
papilio eumenes,1781
papilio eumeus,1781
papilio eupalemon,1781
papilio eupalus,1781
phalaena euphemia,1781
chrysomela euphorbiae,1781
phalaena eusebia,1781
papilio evadnes,1781
sphinx evadnes,1781
phalaena evergista,1781
cimex excavatus,1781
curculio excavatus,1781
phalaena fabia,1781
papilio fabius,1781
pyralis fagana,1781
cimex famelicus,1781
cimex familiaris,1781
sirex fantoma,1781
phalaena farinalis,1781
pyralis fasciana,1781
bembyx fasciata,1781
pimelia fasciata,1781
saperda fasciata,1781
ichneumon fasciator,1781
erotylus fasciatus,1781
stenocorus fasciatus,1781
tipula fasciculata,1781
cimex fasciculatus,1781
taenia fasciolaris,1781
ichneumon fastidiator,1781
buprestis fastuosa,1781
sphex femorata,1781
scarabaeus fenestralis,1781
fulgora fenestrata,1781
mantis fenestrata,1781
curculio fenestratus,1781
dytiscus fenestratus,1781
pimelia ferrata,1781
phalaena ferrugalis,1781
libellula ferruginata,1781
cassida ferruginea,1781
chrysomela ferruginea,1781
melolontha ferruginea,1781
ostoma ferruginea,1781
saperda ferruginea,1781
blatta ferrugineofusca,1781
dermestes ferrugineus,1781
gryllus ferrugineus,1781
tenebrio ferrugineus,1781
chrysis fervida,1781
cistela festiva,1781
fulgora festiva,1781
curculio filiformis,1781
elater filiformis,1781
phalaena fimbriaria,1781
coccinella fimbriata,1781
dytiscus fimbriatus,1781
gadus fischeri,1781
lampyris flabellicornis,1781
tipula flabellicornis,1781
muscicapa flammea,1781
formica flava,1781
thrips flava,1781
phalaena flavelata,1781
curculio flaviceps,1781
coccinella flavicollis,1781
cryptocephalus flavicollis,1781
sirex flavicornis,1781
sphex flavicornis,1781
syrphus flavicornis,1781
tenthredo flavicornis,1781
ichneumon flavifrons,1781
cantharis flavipes,1781
coccinella flavipes,1781
crabro flavipes,1781
cryptocephalus flavipes,1781
erotylus flavipes,1781
rhagio flavipes,1781
sphex flavipes,1781
tenthredo flavipes,1781
chrysomela flavoguttata,1781
oriolus flavus,1781
papilio flesus,1781
coccinella flexuosa,1781
phalaena florella,1781
melolontha floricola,1781
acarus foliorum,1781
dermestes formicaroides,1781
ichneumon fornicator,1781
pyralis forsterana,1781
cimex forsteri,1781
cryptocephalus frenatus,1781
lamia fronticornis,1781
phalaena frumenata,1781
chrysomela fucata,1781
tinea fueslella,1781
phalaena fuesliniana,1781
procellaria fuliginosa,1781
tenthredo fuliginosa,1781
curculio fullo,1781
apis fulva,1781
chrysomela fulvicollis,1781
tenthredo fulvivenia,1781
musca fulviventris,1781
oriolus fulvus,1781
carabus fumans,1781
phalaena funerata,1781
phalaena furcaria,1781
scarabaeus furcatus,1781
buprestis fusca,1781
cassida fusca,1781
mordella fusca,1781
semblis fuscata,1781
ichneumon fuscatus,1781
chrysomela fuscicornis,1781
phalaena fuscovenosa,1781
dytiscus fusculus,1781
bombylius fuscus,1781
curculio fuscus,1781
elater fuscus,1781
cimex gallus,1781
phalaena gambarina,1781
papilio gea,1781
carabus gemmatus,1781
attelabus geoffroyanus,1781
phalaena gerningiana,1781
papilio gerontes,1781
noctua geryon,1781
coccinella gibba,1781
melolontha gibba,1781
curculio gibber,1781
cassida gibbosa,1781
mylaris gibbosa,1781
scarabaeus gibbulus,1781
tenebrio gibbus,1781
cicindela gigantea,1781
mylaris gigantea,1781
scarites gigas,1781
crioceris glabrata,1781
sphaeridium glabratum,1781
phalaena gladberghiana,1781
tenebrio glandiformis,1781
phalaena glauca,1781
callidium glaucum,1781
tinea gleichenella,1781
scarabaeus globator,1781
trombidium globosum,1781
papilio gnetus,1781
aranea goezinii,1781
cancer gonagra,1781
melolontha gonagra,1781
tenthredo gonagra,1781
sphinx gordius,1781
tinea gramella,1781
acarus graminum,1781
coccinella grandis,1781
hemerobius grandis,1781
cimex gravis,1781
ichneumon gregarius,1781
crioceris grisea,1781
locusta grisea,1781
opatrum griseum,1781
dytiscus griseus,1781
cercopis grossa,1781
cicindela grossa,1781
buprestis guttata,1781
dytiscus gyrinoides,1781
cimex haemagaster,1781
elater haematoceras,1781
tenthredo haematodes,1781
apis haemorrhoa,1781
cicada haemorrhoa,1781
coccinella haemorrhoidalis,1781
sphex haemorrhoidalis,1781
tenthredo haemorrhoidalis,1781
dermestes haemorrhous,1781
sphinx halys,1781
formica hamata,1781
reduvius hamatus,1781
papilio harpyia,1781
scarabaeus hastatus,1781
curculio hastile,1781
tabanus haustellatus,1781
curculio hebes,1781
cassida hebraea,1781
cerambyx hebraeus,1781
ardea helias,1781
papilio helius,1781
apis hemisphaerica,1781
